entity,entity_full_name,agency,date,action_type,from_rating,to_rating,instrument_type,rationale_url,notes
Shriram Finance,Shriram Finance Limited,CRISIL,2012-03-05,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2012-07-05,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2012-07-23,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2012-09-21,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2012-12-03,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-02-15,initial,,CRISIL AA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-03-14,initial,,CRISIL AA,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-05-24,initial,,CRISIL AA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2013-06-12,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-06-20,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-06-25,initial,,CRISIL AA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-08-30,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2013-09-26,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2014-06-02,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2014-06-06,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2015-06-30,upgrade,CRISIL AA,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2016-03-18,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2016-07-05,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2016-12-31,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2017-06-23,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2017-07-31,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-01-15,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust December 2017 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-01-15,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust December 2017 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-01,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-13,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust December 2017 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-13,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust December 2017 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-21,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-27,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2018-03-28,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-06-06,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust May 2018; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-06-06,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust May 2018; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-06-08,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2018-06-29,initial,,[ICRA] BBB+,Sansar Trust June 2018 II Second Loss Facility,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,ICRA,2018-06-29,initial,,[ICRA] AAA,Sansar Trust June 2018 II PTC Series A,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,CRISIL,2018-07-31,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2018-10-09,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust May 2018; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-10-09,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust May 2018; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-10-16,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust September 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-10-16,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust September 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-12-04,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2018-12-13,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2018-12-14,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2019-01-02,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust Dec 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-01-02,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust Dec 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-02-14,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust September 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-02-14,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust September 2018 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-05-10,initial,,CRISIL PPMLD AA+ r,Long Term Principal Protected Market Linked Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2019-06-26,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2019-07-05,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust June 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-07-05,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust June 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-07-16,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust June 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-09-17,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust August 2019; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-09-17,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust August 2019; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-09-18,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust August 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-09-18,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust August 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-10-07,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust September 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-10-07,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust September 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-11-01,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust June 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-11-01,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust June 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-11-13,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust June 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-12-05,initial,,Provisional CRISIL BBB+(SO),Second Loss Facility (securitized),,Trust: Sansar Trust November 2019 II; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2019-12-05,initial,,Provisional CRISIL AAA(SO),Series A PTCs (securitized),,Trust: Sansar Trust November 2019 II; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2019-12-16,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Sansar Trust November 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2019-12-16,initial,,Provisional CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust November 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2020-01-10,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust August 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2020-01-10,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust August 2019 III; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2020-02-04,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Securitized,,Trust: Sansar Trust September 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2020-02-04,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Sansar Trust September 2019 IV; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2020-02-27,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-03-06,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-03-09,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Second Loss Facility (securitized),,Trust: Sansar Trust November 2019 II; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2020-03-09,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Series A PTCs (securitized),,Trust: Sansar Trust November 2019 II; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,ICRA,2020-03-31,initial,,[ICRA] AAA,Sansar Trust March 2020 IV PTC Series A1,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,ICRA,2020-04-17,initial,,[ICRA] BBB+,Sansar Trust March 2020 Second Loss Facility,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,ICRA,2020-04-17,initial,,[ICRA] AAA,Sansar Trust March 2020 PTC Series A2,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,ICRA,2020-05-11,initial,,[ICRA] AA,BANK OF INDIA – PCG MAR-2020 Assignee Payouts,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,CRISIL,2020-05-15,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2020-05-18,initial,,[ICRA] AA,Bank of India_May 2020 Assignee Payouts,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,ICRA,2020-06-22,initial,,[ICRA] BBB-,Sansar Trust Feb 2020 III  Second Loss Facility,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,ICRA,2020-06-22,initial,,[ICRA] AAA,Sansar Trust Feb 2020 III  PTC Series A1,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,ICRA,2020-06-22,initial,,[ICRA] A,Sansar Trust Feb 2020 III  PTC Series A2,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,CRISIL,2020-06-23,downgrade,CRISIL AAA(SO),CRISIL AA+(SO),Securitized,,Trust: Sansar Trust May 2018; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,ICRA,2020-07-08,initial,,[ICRA] AA,STFC BOI June 2020 Assignee Payouts,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,CRISIL,2020-07-10,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-07-20,initial,,Provisional CRISIL AA(SO),Acquirer Payouts (securitized),,Trust: STFC UCO June 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,ICRA,2020-07-31,initial,,[ICRA] AA,STFC BOI _ July 2020 Assignee Payouts,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2020-09-18,upgrade,[ICRA] AA,[ICRA] AA+,IB PCG STFC SEP 2020 Assignee Payouts,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,ICRA,2020-09-18,initial,,[ICRA] AA,IB PCG STFC SEP 2020  Assignee Payouts,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,CRISIL,2020-09-28,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-09-29,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 12; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,ICRA,2020-10-12,initial,,[ICRA] AA,STFC BOI SEP 2020  Assignee Payouts,,source=history_H1_2023-2024
Shriram Finance,Shriram Finance Limited,ICRA,2020-11-09,initial,,[ICRA] AA,STFC BOI _ June 2020 Assignee Payouts,,source=history_H1_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2020-11-11,initial,,CRISIL AA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-11-17,affirmed,Provisional CRISIL AA(SO),CRISIL AA(SO),Acquirer Payouts (securitized),,Trust: STFC UCO June 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2020-12-01,initial,,CRISIL PPMLD AA+ r,Long Term Principal Protected Market Linked Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2024-03
Shriram Finance,Shriram Finance Limited,CRISIL,2020-12-31,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 17; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2021-01-08,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 15; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2021-01-13,initial,,Provisional CRISIL BBB+(SO),Second Loss Facility (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-01-13,initial,,Provisional CRISIL AAA(SO),Series A1 PTCs (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-01-13,initial,,Provisional CRISIL A(SO),Series A2 PTCs (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-02-01,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 17; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2021-02-17,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 15; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2021-02-26,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 12; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,CRISIL,2021-03-04,affirmed,Provisional CRISIL BBB+(SO),CRISIL BBB+(SO),Second Loss Facility (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-03-04,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Series A1 PTCs (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-03-04,affirmed,Provisional CRISIL A(SO),CRISIL A(SO),Series A2 PTCs (securitized),,Trust: SANSAR TRUST DECEMBER 2020; Securitisation; Unlisted; Source: archive/2023-10
Shriram Finance,Shriram Finance Limited,CRISIL,2021-03-19,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Mobil Trust Series 18; BFSI; Unlisted; Source: archive/2022-09
Shriram Finance,Shriram Finance Limited,ICRA,2021-03-23,upgrade,[ICRA] BBB+,[ICRA] A-,Sansar Trust June 2018 II Second Loss Facility,,source=history_H2_2022-2023
Shriram Finance,Shriram Finance Limited,CRISIL,2021-03-25,initial,,Provisional CRISIL BBB+(SO),Second Loss Facility (securitized),,Trust: Sansar Trust Mar 2021 IV; Securitisation; Unlisted; Source: archive/2023-10
